english,arabic,url,arabic_description
Distributed Ledger Technology (DLT),تقنية الحسابات الموزعة,https://arabicglossary.dubaifuture.ae/ar/words/distributed-ledger-technology,تقنية تجمع البيانات الرقمية المنسوخة والمشتركة والمتزامنة والمنتشرة جغرافيًا عبر مواقع أو دول أو مؤسسات متعددة. لا يوجد في هذه التقنية مسؤول مركزي، خلافًا لقاعدة البيانات الموزعة. يعد نظام بلوكتشين أحد أشكال تقنية دفاتر الحسابات الموزعة، وهو نظام قد يكون عامًا أو خاصًا
Food service Technology,تقنية تموينية,https://arabicglossary.dubaifuture.ae/ar/words/food-service-technology,الأوجه التقنية لخدمات الطعام والضيافة خاصةً عندما ترتبط بجوانب تجارية وصحية. وتغطي أيضًا اتجاهات السوق في استخدام تقنيات خدمات الطعام ومعلومات السلامة والصحة. وتتضمن مساهمات من المختصين في أبحاث السوق ونفسية الزبائن والاقتصاديات والنمذجة والمحاكاة وحفظ الطعام وسلامته وتحليل المخاطر وتصميم الآلات وهندستها
Biomedical technology,تقنية طبية حيوية,https://arabicglossary.dubaifuture.ae/ar/words/biomedical-technology,استخدام التقنية والهندسة في الكائنات الحية ويتضمن ذلك أنشطة متعددة، مثل تصميم الأجهزة الطبية وإجراء الأبحاث.
Data integration,تكامل البيانات,https://arabicglossary.dubaifuture.ae/ar/words/data-integration,مصطلح يشير إلى العمليات التقنية والتجارية المستخدمة في دمج البيانات من مصادر متعددة لإنتاج رؤية موحدة للبيانات.
Convolutional,تلافيف,https://arabicglossary.dubaifuture.ae/ar/words/convolutional,نتوءات غير منتظمة تفصل بينها أخاديد على سطح الدماغ.
Structural coloration,تلوين بنيوي,https://arabicglossary.dubaifuture.ae/ar/words/structural-coloration,هو إنتاج اللون عن طريق أسطح مشكلة بشكل دقيق بما يكفي للتداخل مع الضوء المرئي، وأحيانًا بالاشتراك مع الملونات.
Knowledge representation and reasoning,تمثيل المعرفة والاستنتاج,https://arabicglossary.dubaifuture.ae/ar/words/knowledge-representation-and-reasoning,التلاعب بمقترحات تشفير الرموز لإنتاج تمثيلات خاصة بقترحات جديدة
Pattern recognition,تمييز الأنماط,https://arabicglossary.dubaifuture.ae/ar/words/pattern-recognition,التعرف الآلي على أنماط البيانات وانتظامها.
Natural Language Generation (NLG),توليد اللغات الطبيعية,https://arabicglossary.dubaifuture.ae/ar/words/natural-language-generation,عملية برمجية تحول البيانات المنظمة إلى لغة طبيعية. تُستخدم هذه العملية لإنتاج محتوى طويل الصياغة للمؤسسات لأتمتة التقارير المخصصة وإنتاج محتوى مخصص لموقع ويب أو تطبيق جهاز محمول.
Ontology learning,توليد وتحصيل الأنطولوجيات,https://arabicglossary.dubaifuture.ae/ar/words/ontology-learning,الإنشاء التلقائي أو شبه التلقائي للأنطولوجيات، ويشمل ذلك استخراج مصطلحات المجال المقابلة والعلاقات بين المفاهيم التي تمثلها هذه المصطلحات من مجموعة نصوص اللغة الطبيعية، وتشفيرها بلغة أنطولوجية لتسهيل استرجاعها.
Solar flare, توهج شمسي,https://arabicglossary.dubaifuture.ae/words/solar-flare/, اندلاع قصير لإشعاع شديد الطاقة من سطح الشمس ويرتبط بالبقع الشمسية ويسبب اضطرابات الراديو والمغناطيسية على الأرض 
Black hole,ثقب أسود,https://arabicglossary.dubaifuture.ae/ar/words/black-hole,منطقة من الزمكان تتمتع بجاذبية قوية جدًا فلا تسمح لأي شيء - ولا حتى الجسيمات أو موجات الإشعاع الكهرومغناطيسي مثل الضوء - بالإفلات منها
Massive Black hole (supermassive black hole),ثقب اسود فائق الضخامة,https://arabicglossary.dubaifuture.ae/ar/words/massive-black-hole,أكبر أنواع الثقوب السوداء، وتتراوح كتلته من ملايين إلى مليارات كتلة الشمس.
Firewall,جدار ناري,https://arabicglossary.dubaifuture.ae/ar/words/firewall,نظام صمم كي يمنع الدخول غير المرغوب فيه إلى الشبكات الخاصة
Futures Table,جدول المستقبل,https://arabicglossary.dubaifuture.ae/ar/words/futures-table,جدول المستقبل أداة تساعدنا في تنظيم أفكارنا عن المستقبل، فهي تطلب منا ملء جدول بإدخال أسئلتنا الرئيسية في عناوين السطور الأفقية ثم إضافة العوامل أو القطاعات أو التأثيرات الرئيسية المرتبطة بالسيناريو الذي نتصوره في عناوين الأعمدة، ثم نعمل على ملء بقية الخلايا بناء على ذلك.
Supramolecules,جزيئات ضخمة,https://arabicglossary.dubaifuture.ae/ar/words/supramolecules,فرع من فروع الكيمياء الذي يهتم بالأنظمة الكيميائية المكونة من عدد ضخم من الجزيئات.
Beta Particle,جسيمات بيتا,https://arabicglossary.dubaifuture.ae/ar/words/beta-particle,إلكترونات سريعة الحركة تنتج عن تحلل المواد في صورة إشعاعات.
Subatomic particles,جسيمات دون ذرية,https://arabicglossary.dubaifuture.ae/ar/words/subatomic-particles,جسيمات أصغر من الذرات مثل البروتونات والإلكترونات والنيوترونات.
Centrifuge,جهاز الطرد المركزي,https://arabicglossary.dubaifuture.ae/ar/words/centrifuge,جهاز يستخدم قوة الطرد المركزي لفصل المواد ذات الكثافات المختلفة أو التخلص من الرطوبة أو محاكاة تأثيرات الجاذبية.
Wearable device,جهاز قابل للارتداء,https://arabicglossary.dubaifuture.ae/ar/words/wearable-device,أجهزة إلكترونية ذكية قابلة للارتداء بالقرب من سطح الجلد أو عليه مباشرةً كي ترصد المعلومات المرتبطة بالعلامات الحيوية وغيرها وتحللها وتنقلها لمتابعة حالة الشخص بصورةٍ لحظية.
Deep blue,حاسوب ديب بلو,https://arabicglossary.dubaifuture.ae/ar/words/deep-blue,حاسوب يلعب الشطرنج ويستطيع تحليل 200 مليون موضع محتمل على رقعة الشطرنج. وطوره طالبان في جامعة كارنيجي ميلون في شركة آي بي إم في العام 1985.
Super computer,حاسوب فائق,https://arabicglossary.dubaifuture.ae/ar/words/super-computer,حاسوب يتمتع بمستوى عالٍ من الأداء مقارنة بالحواسيب ذات الأغراض العامة.
Block signal,حجب الإشارة,https://arabicglossary.dubaifuture.ae/ar/words/block-signal,تكليف نظام التشغيل بإيقاف الإشارة ونقلها في وقتٍ لاحق.
Denial of service (DoS),حجب الخدمة,https://arabicglossary.dubaifuture.ae/ar/words/denial-of-service-dos,نوع من الهجمات الإلكترونية التي تقيد الوصول إلى نظام أو عدة أنظمة تقدم الخدمات للمستخدمين.
Hypobaric altitude chamber,حجرة ناقصة الضغط,https://arabicglossary.dubaifuture.ae/ar/words/hypobaric-altitude-chamber,غرفة تُستعمل في أبحاث وتدريبات الفضاء الجوي والارتفاعات الأرضية العالية، لمحاكاة آثار تلك الارتفاعات على جسم الإنسان، وخصوصًا نقص الأكسجين ونقص الضغط الجوي.
Heuristic,حدس مهني,https://arabicglossary.dubaifuture.ae/ar/words/heuristic,متعلق بالأساليب الاستكشافية لحل المشكلات، المعتمدة على نهوج التعلم الذاتي(مثل تقييم الملاحظات والتعقيبات) لتحسين الأداء.
Hyper-Heuristic,حدس مهني فائق,https://arabicglossary.dubaifuture.ae/ar/words/hyper-heuristic,نهج بحثي حدسي مهني، يستهدف –بتوظيف تقنيات تعلم الآلة غالباً– أتمتة عملية اصطفاء حدسيات مهنية أبسط أو إنتاجها أو الجمع بينها أو أقلمتها (هي أو بعض عناصرها)، لحل مشكلات بحثية حسابية بكفاءة. ومن الدوافع إلى دراستها: إنشاء أنظمة تستطيع معالجة مجموعات من المشكلات، بدل حل مشكلة واحدة فقط.
